제품코드,특정연령,특정연령단위,연령처리조건,상세정보
644800397,2,세 (3),이하 (2),"소아는 체중당 체표면적의 비율이 성인보다 커서 코르티코이드로 인해 HPA축(시상하부-뇌하수체-부신 축) 억제, 쿠싱증후군, 발육장애, 두개내압항진 등이 나타나기 쉬움"
664602040,18,세 (3),미만 (1),안전성 및 유효성 미확립
654400040,18,세 (3),미만 (1),안전성 및 유효성 미확립
664602050,18,세 (3),미만 (1),안전성 및 유효성 미확립
654400050,18,세 (3),미만 (1),안전성 및 유효성 미확립
664602020,18,세 (3),미만 (1),안전성 및 유효성 미확립
640006650,18,세 (3),미만 (1),안전성 및 유효성 미확립
641100230,18,세 (3),미만 (1),안전성 및 유효성 미확립
643506700,18,세 (3),미만 (1),안전성 및 유효성 미확립
644308860,18,세 (3),미만 (1),안전성 및 유효성 미확립
653102630,18,세 (3),미만 (1),안전성 및 유효성 미확립
641100251,18,세 (3),미만 (1),안전성 및 유효성 미확립
649504440,15,세 (3),미만 (1),안전성 및 유효성 미확립
651903620,15,세 (3),미만 (1),안전성 및 유효성 미확립
652100610,15,세 (3),미만 (1),안전성 및 유효성 미확립
653005650,15,세 (3),미만 (1),안전성 및 유효성 미확립
649506050,15,세 (3),미만 (1),안전성 및 유효성 미확립
651903810,15,세 (3),미만 (1),안전성 및 유효성 미확립
652100590,15,세 (3),미만 (1),안전성 및 유효성 미확립
653005640,15,세 (3),미만 (1),안전성 및 유효성 미확립
651903820,15,세 (3),미만 (1),안전성 및 유효성 미확립
652100600,15,세 (3),미만 (1),안전성 및 유효성 미확립
626700121,2,세 (3),미만 (1),안전성 및 유효성 미확립
670303481,2,세 (3),미만 (1),안전성 및 유효성 미확립
626700122,2,세 (3),미만 (1),안전성 및 유효성 미확립
670303482,2,세 (3),미만 (1),안전성 및 유효성 미확립
626700111,2,세 (3),미만 (1),안전성 및 유효성 미확립
657306021,2,세 (3),미만 (1),안전성 및 유효성 미확립
670303471,2,세 (3),미만 (1),안전성 및 유효성 미확립
626700112,2,세 (3),미만 (1),안전성 및 유효성 미확립
657306022,2,세 (3),미만 (1),안전성 및 유효성 미확립
670303472,2,세 (3),미만 (1),안전성 및 유효성 미확립
656900482,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 18세 미만의 환자에는 성선(性腺), 특히 난소에의 피폭이 많으므로 투여하지 않는 것이 원칙임"
644903930,18,세 (3),미만 (1),"안전성 및 유효성 미확립. 다른 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발함"
668901110,18,세 (3),이하 (2),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발"
668902402,18,세 (3),이하 (2),"안전성 및 유효성 미확립. 퀴놀론계 항균제는 몇몇 어린 동물종에서 관절병증, 뼈연골증을 유발"
674900371,2,세 (3),미만 (1),안전성 및 유효성 미확립. 영아의 면역기계 발달에 미치는 영향은 알려지지 않았음
674900372,2,세 (3),미만 (1),안전성 및 유효성 미확립. 영아의 면역기계 발달에 미치는 영향은 알려지지 않았음
674900451,12,세 (3),이하 (2),안전성 및 유효성 미확립
658700040,3,개월 (2),미만 (1),핵황달의 위험 나타날 수 있음
55100610,18,세 (3),미만 (1),안전성 및 유효성 미확립
73001050,18,세 (3),미만 (1),안전성 및 유효성 미확립
622805040,18,세 (3),미만 (1),안전성 및 유효성 미확립
626900620,18,세 (3),미만 (1),안전성 및 유효성 미확립
641606190,18,세 (3),미만 (1),안전성 및 유효성 미확립
641703790,18,세 (3),미만 (1),안전성 및 유효성 미확립
641805800,18,세 (3),미만 (1),안전성 및 유효성 미확립
642003640,18,세 (3),미만 (1),안전성 및 유효성 미확립
642104080,18,세 (3),미만 (1),안전성 및 유효성 미확립
642506360,18,세 (3),미만 (1),안전성 및 유효성 미확립
643305930,18,세 (3),미만 (1),안전성 및 유효성 미확립
643505870,18,세 (3),미만 (1),안전성 및 유효성 미확립
643703980,18,세 (3),미만 (1),안전성 및 유효성 미확립
644101840,18,세 (3),미만 (1),안전성 및 유효성 미확립
644308980,18,세 (3),미만 (1),안전성 및 유효성 미확립
644501810,18,세 (3),미만 (1),안전성 및 유효성 미확립
645404390,18,세 (3),미만 (1),안전성 및 유효성 미확립
645905930,18,세 (3),미만 (1),안전성 및 유효성 미확립
647804350,18,세 (3),미만 (1),안전성 및 유효성 미확립
648103600,18,세 (3),미만 (1),안전성 및 유효성 미확립
648604240,18,세 (3),미만 (1),안전성 및 유효성 미확립
649102680,18,세 (3),미만 (1),안전성 및 유효성 미확립
650000780,18,세 (3),미만 (1),안전성 및 유효성 미확립
650205660,18,세 (3),미만 (1),안전성 및 유효성 미확립
651204460,18,세 (3),미만 (1),안전성 및 유효성 미확립
653403330,18,세 (3),미만 (1),안전성 및 유효성 미확립
654003830,18,세 (3),미만 (1),안전성 및 유효성 미확립
656004200,18,세 (3),미만 (1),안전성 및 유효성 미확립
657308880,18,세 (3),미만 (1),안전성 및 유효성 미확립
658203810,18,세 (3),미만 (1),안전성 및 유효성 미확립
658603220,18,세 (3),미만 (1),안전성 및 유효성 미확립
659901060,18,세 (3),미만 (1),안전성 및 유효성 미확립
669502020,18,세 (3),미만 (1),안전성 및 유효성 미확립
670104510,18,세 (3),미만 (1),안전성 및 유효성 미확립
670608790,18,세 (3),미만 (1),안전성 및 유효성 미확립
670701820,18,세 (3),미만 (1),안전성 및 유효성 미확립
671704980,18,세 (3),미만 (1),안전성 및 유효성 미확립
671805270,18,세 (3),미만 (1),안전성 및 유효성 미확립
673400160,18,세 (3),미만 (1),안전성 및 유효성 미확립
694000980,18,세 (3),미만 (1),안전성 및 유효성 미확립
57000450,18,세 (3),미만 (1),안전성 및 유효성 미확립
623006290,18,세 (3),미만 (1),안전성 및 유효성 미확립
625201940,18,세 (3),미만 (1),안전성 및 유효성 미확립
625501110,18,세 (3),미만 (1),안전성 및 유효성 미확립
625801140,18,세 (3),미만 (1),안전성 및 유효성 미확립
640007610,18,세 (3),미만 (1),안전성 및 유효성 미확립
641607240,18,세 (3),미만 (1),안전성 및 유효성 미확립
642004230,18,세 (3),미만 (1),안전성 및 유효성 미확립
642308200,18,세 (3),미만 (1),안전성 및 유효성 미확립
642507510,18,세 (3),미만 (1),안전성 및 유효성 미확립
644103200,18,세 (3),미만 (1),안전성 및 유효성 미확립
644914500,18,세 (3),미만 (1),안전성 및 유효성 미확립
645209710,18,세 (3),미만 (1),안전성 및 유효성 미확립
645906650,18,세 (3),미만 (1),안전성 및 유효성 미확립
647303640,18,세 (3),미만 (1),안전성 및 유효성 미확립
648104670,18,세 (3),미만 (1),안전성 및 유효성 미확립
650204940,18,세 (3),미만 (1),안전성 및 유효성 미확립
651205440,18,세 (3),미만 (1),안전성 및 유효성 미확립
652606460,18,세 (3),미만 (1),안전성 및 유효성 미확립
653006230,18,세 (3),미만 (1),안전성 및 유효성 미확립
655605220,18,세 (3),미만 (1),안전성 및 유효성 미확립
657307240,18,세 (3),미만 (1),안전성 및 유효성 미확립
657806240,18,세 (3),미만 (1),안전성 및 유효성 미확립
661905420,18,세 (3),미만 (1),안전성 및 유효성 미확립
662503970,18,세 (3),미만 (1),안전성 및 유효성 미확립
663607980,18,세 (3),미만 (1),안전성 및 유효성 미확립
669805130,18,세 (3),미만 (1),안전성 및 유효성 미확립
669907260,18,세 (3),미만 (1),안전성 및 유효성 미확립
673400130,18,세 (3),미만 (1),안전성 및 유효성 미확립
678601700,18,세 (3),미만 (1),안전성 및 유효성 미확립
690302870,18,세 (3),미만 (1),안전성 및 유효성 미확립
693201860,18,세 (3),미만 (1),안전성 및 유효성 미확립
694001760,18,세 (3),미만 (1),안전성 및 유효성 미확립
53600530,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
57000590,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
57700070,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
60500500,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
622802300,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
623006840,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
625200400,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
628800100,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
628901250,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
640004280,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
640902450,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
641500800,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
641606900,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
641702860,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
641803840,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
642105970,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
642402730,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
642704280,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
642801840,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
642902790,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
643103780,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
643201490,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
643304810,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
643504340,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
643702710,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
643902760,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
644002160,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
644101180,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
644306170,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
644803450,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
645303410,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
645402380,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
645701420,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
645903550,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
646002760,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
646203840,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
647301360,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
648102470,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
648202390,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
648504550,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
649002060,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
649102130,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
649504970,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
649602840,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
649702350,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
649804250,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
650202720,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
650303470,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
651202590,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
651502540,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
651600960,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
652601660,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
652902260,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
654002180,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
654100060,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
654303720,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
654701140,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
655403590,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
656003540,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
657304080,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
657805170,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
658602720,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
660702170,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
661902100,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
662504370,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
663602860,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
665001060,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
669804570,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
669906090,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
670102300,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
670303170,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
670400880,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
670500900,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
671702230,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
678600450,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
693201280,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
693900600,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
694000270,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
696601310,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
698000960,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
698502240,6,세 (3),미만 (1),(정제) 6세 미만의 유아에게는 정제가 아닌 액제를 투여할 것
671702242,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
643902771,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
648504591,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
650202781,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
642401981,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
642902801,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
643201501,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
643304852,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
643504612,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
644101221,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
652902271,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
654100052,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
57000541,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
57700091,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
642105961,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
643504613,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
643902772,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
644604021,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
645303371,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
645701412,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
646004331,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
649102831,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
649602911,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
651601032,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
654701153,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
655403581,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
661902111,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
663602857,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
665505392,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
670102321,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
670302161,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
670500892,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
671702243,1,세 (3),미만 (1),"(액제) 1세 미만의 영아에 대한 사용 경험이 적어 투여하지 않음. 1세 이상 6세 미만의 소아에 대한 임상시험 결과, 가장 흔하게 나타난 이상반응은 발열, 설사, 구토, 중이염이었음."
625200540,18,세 (3),이하 (2),안전성 및 유효성 미확립
626900310,18,세 (3),이하 (2),안전성 및 유효성 미확립
628800520,18,세 (3),이하 (2),안전성 및 유효성 미확립
641704410,18,세 (3),이하 (2),안전성 및 유효성 미확립
642904480,18,세 (3),이하 (2),안전성 및 유효성 미확립
643703610,18,세 (3),이하 (2),안전성 및 유효성 미확립
644501860,18,세 (3),이하 (2),안전성 및 유효성 미확립
644602670,18,세 (3),이하 (2),안전성 및 유효성 미확립
645403680,18,세 (3),이하 (2),안전성 및 유효성 미확립
645406240,18,세 (3),이하 (2),안전성 및 유효성 미확립
645604140,18,세 (3),이하 (2),안전성 및 유효성 미확립
645905420,18,세 (3),이하 (2),안전성 및 유효성 미확립
648506730,18,세 (3),이하 (2),안전성 및 유효성 미확립
648602510,18,세 (3),이하 (2),안전성 및 유효성 미확립
649506250,18,세 (3),이하 (2),안전성 및 유효성 미확립
651203800,18,세 (3),이하 (2),안전성 및 유효성 미확립
654004120,18,세 (3),이하 (2),안전성 및 유효성 미확립
656003260,18,세 (3),이하 (2),안전성 및 유효성 미확립
657202450,18,세 (3),이하 (2),안전성 및 유효성 미확립
657804920,18,세 (3),이하 (2),안전성 및 유효성 미확립
664602070,18,세 (3),이하 (2),안전성 및 유효성 미확립
665001720,18,세 (3),이하 (2),안전성 및 유효성 미확립
669804200,18,세 (3),이하 (2),안전성 및 유효성 미확립
670103390,18,세 (3),이하 (2),안전성 및 유효성 미확립
670701640,18,세 (3),이하 (2),안전성 및 유효성 미확립
671703940,18,세 (3),이하 (2),안전성 및 유효성 미확립
697100370,18,세 (3),이하 (2),안전성 및 유효성 미확립
698502260,18,세 (3),이하 (2),안전성 및 유효성 미확립
58800401,18,세 (3),이하 (2),안전성 및 유효성 미확립
59000621,18,세 (3),이하 (2),안전성 및 유효성 미확립
60500891,18,세 (3),이하 (2),안전성 및 유효성 미확립
625201711,18,세 (3),이하 (2),안전성 및 유효성 미확립
640903671,18,세 (3),이하 (2),안전성 및 유효성 미확립
641807081,18,세 (3),이하 (2),안전성 및 유효성 미확립
642306871,18,세 (3),이하 (2),안전성 및 유효성 미확립
644308541,18,세 (3),이하 (2),안전성 및 유효성 미확립
644501971,18,세 (3),이하 (2),안전성 및 유효성 미확립
644602911,18,세 (3),이하 (2),안전성 및 유효성 미확립
644913971,18,세 (3),이하 (2),안전성 및 유효성 미확립
645304621,18,세 (3),이하 (2),안전성 및 유효성 미확립
645406251,18,세 (3),이하 (2),안전성 및 유효성 미확립
645604241,18,세 (3),이하 (2),안전성 및 유효성 미확립
645906021,18,세 (3),이하 (2),안전성 및 유효성 미확립
647205431,18,세 (3),이하 (2),안전성 및 유효성 미확립
648103561,18,세 (3),이하 (2),안전성 및 유효성 미확립
648204431,18,세 (3),이하 (2),안전성 및 유효성 미확립
648506911,18,세 (3),이하 (2),안전성 및 유효성 미확립
649103381,18,세 (3),이하 (2),안전성 및 유효성 미확립
649506261,18,세 (3),이하 (2),안전성 및 유효성 미확립
650303071,18,세 (3),이하 (2),안전성 및 유효성 미확립
653005911,18,세 (3),이하 (2),안전성 및 유효성 미확립
653402881,18,세 (3),이하 (2),안전성 및 유효성 미확립
654004271,18,세 (3),이하 (2),안전성 및 유효성 미확립
655604831,18,세 (3),이하 (2),안전성 및 유효성 미확립
657202481,18,세 (3),이하 (2),안전성 및 유효성 미확립
657805921,18,세 (3),이하 (2),안전성 및 유효성 미확립
