제품코드,일일최대투여량,일일최대투여기준량,용량주의_상세내용
658502350,메클리진염산염수화물 50mg/스코폴라민브롬화수소산염수화물 0.5mg,50.0,
693903680,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661604050,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661603970,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
653403930,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
647603480,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
55102110,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
653403950,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
647603470,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661603980,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
55102120,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649804450,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643501490,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
621800810,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
684500720,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661600020,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643703480,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
663606740,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661603960,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
653403940,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
647603460,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
55102140,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644913510,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644913520,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
663605650,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661604510,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643508010,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
670701320,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641602960,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641602930,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648104970,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645210720,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
674402480,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
55102750,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642802580,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661605000,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643306300,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642203760,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
622802880,"이부프로펜 3,200mg",3200.0,
674900460,다폭세틴 60mg,60.0,
648507520,다폭세틴 60mg,60.0,
671704920,다폭세틴 60mg,60.0,
648507530,다폭세틴 60mg,60.0,
674900470,다폭세틴 60mg,60.0,
671704930,다폭세틴 60mg,60.0,
698003160,디에틸프로피온염산염 75mg,75.0,
649104390,디에틸프로피온염산염 75mg,75.0,
52401900,디에틸프로피온염산염 75mg,75.0,
653006570,디에틸프로피온염산염 75mg,75.0,
622802310,디에틸프로피온염산염 75mg,75.0,
652604880,디에틸프로피온염산염 75mg,75.0,
644600740,디에틸프로피온염산염 75mg,75.0,
644801400,디에틸프로피온염산염 75mg,75.0,
670601800,디에틸프로피온염산염 75mg,75.0,
649800420,디에틸프로피온염산염 75mg,75.0,
643100130,디에틸프로피온염산염 75mg,75.0,
648501751,‘파파베린염산염/알프로스타딜/펜토라민메실산염’ 해당 제형으로 1mL,1.0,
679700440,미토테인 16g,16.0,
656004370,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648604701,디멘히드리네이트 150mg/카페인무수물 60mg/피리독신염산염 15mg,150.0,
657401221,디멘히드리네이트 150mg/카페인무수물 60mg/피리독신염산염 15mg,150.0,
656004380,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641705150,디멘히드리네이트 80mg /스코폴라민브롬화수소산염수화물 0.5mg,80.0,
648103950,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644914170,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
670401640,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
52401560,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
626500950,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
626500940,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
626500930,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648508151,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
59001062,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
73700013,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
670304871,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
655605491,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
650902023,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
658204251,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
693202001,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671705511,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645906671,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642404441,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
678901171,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
640007291,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
694002441,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644103271,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645103776,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
657806581,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
657307711,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
669805781,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
650205731,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
675500251,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
665508032,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
658502302,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
53301041,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648604051,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
681100401,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648104401,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649605282,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643704781,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645210141,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645103771,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
650902021,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641806701,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
690300261,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
625202042,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
678901111,"레비티라세탐 3,000mg",3000.0,
649507330,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
658105930,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644601762,"이부프로펜 3,200mg",3200.0,
645907371,"이부프로펜 3,200mg",3200.0,
676700451,"이부프로펜 3,200mg",3200.0,
670607751,"이부프로펜 3,200mg",3200.0,
683101291,"이부프로펜 3,200mg",3200.0,
655605071,"이부프로펜 3,200mg",3200.0,
641502731,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671806461,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
626500891,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
657805301,네포팜염산염 120mg,120.0,
655404011,네포팜염산염 120mg,120.0,
659900863,네포팜염산염 120mg,120.0,
642902060,"이부프로펜 3,200mg",3200.0,
641902621,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642900041,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
655005290,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
623004920,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
694200020,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644913340,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661302520,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
647601630,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641805941,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671805951,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642703531,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643300821,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
655001711,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643600190,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644913530,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642801740,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
626500131,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
694203160,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
625801370,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642204680,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
654305070,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
694205300,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
645204100,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641805971,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
663606690,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671805941,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671806121,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
653702301,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
690301461,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
670104191,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
671806111,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
670104171,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641105850,리오시구앗(미분화) 7.5mg,7.5,
641105860,리오시구앗(미분화) 7.5mg,7.5,
641105880,리오시구앗(미분화) 7.5mg,7.5,
645906990,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
625801150,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
642707160,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
642906650,(비판막성 심방세동 환자에서 뇌졸중 및 전신색전증의위험 감소)리바록사반 20mg,20.0,
622803410,"아세트아미노펜으로써 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649702740,에토리콕시브 30mg,30.0,
669806090,에토리콕시브 30mg,30.0,
658604640,에토리콕시브 30mg,30.0,
657503480,로페라미드염산염 16mg,16.0,
625200940,로페라미드염산염 16mg,16.0,
643503510,돔페리돈 30mg,30.0,
670105370,"메트포르민2,000mg/리나글립틴 5mg",5.0,
641906990,"메트포르민2,000mg/리나글립틴 5mg",5.0,
645907330,"메트포르민2,000mg/리나글립틴 5mg",5.0,
645406230,"메트포르민2,000mg/리나글립틴 5mg",5.0,
661905480,"메트포르민2,000mg/리나글립틴 5mg",5.0,
642308170,"메트포르민2,000mg/리나글립틴 5mg",5.0,
644004410,"메트포르민2,000mg/리나글립틴 5mg",5.0,
643308390,"메트포르민2,000mg/리나글립틴 5mg",5.0,
651602490,"메트포르민2,000mg/리나글립틴 5mg",5.0,
645306150,"메트포르민2,000mg/리나글립틴 5mg",5.0,
654005410,"메트포르민2,000mg/리나글립틴 5mg",5.0,
621803440,"메트포르민2,000mg/리나글립틴 5mg",5.0,
648104110,"메트포르민2,000mg/리나글립틴 5mg",5.0,
643507980,"메트포르민2,000mg/리나글립틴 5mg",5.0,
58800270,"메트포르민2,000mg/리나글립틴 5mg",5.0,
663608070,"메트포르민2,000mg/리나글립틴 5mg",5.0,
669805640,"메트포르민2,000mg/리나글립틴 5mg",5.0,
72400300,"메트포르민염산염 2,550mg",2550.0,
674100570,피오글리타존 30mg,30.0,
647201750,피오글리타존 30mg,30.0,
645904030,"글리메피리드 8mg/메트포르민염산염 2,000mg",2000.0,
645404460,시타글립틴 100mg,100.0,
665506730,시타글립틴 100mg,100.0,
642306850,시타글립틴 100mg,100.0,
655604750,시타글립틴 100mg,100.0,
644004510,시타글립틴 100mg,100.0,
52401960,시타글립틴 100mg,100.0,
658108370,"메트포르민 2,000mg/시타글립틴 100mg",100.0,
52402170,"메트포르민 2,000mg/시타글립틴 100mg",100.0,
643103480,디멘히드리네이트 75mg/카페인무수물 90mg,75.0,
622801400,디멘히드리네이트 75mg/카페인무수물 90mg,75.0,
670103370,디멘히드리네이트 75mg/카페인무수물 90mg,75.0,
650500321,리도카인염산염 300mg,300.0,
665502541,메토카르바몰 3g,3000.0,
657800651,메토카르바몰 3g,3000.0,
642400901,세프타지딤 9g(역가),9.0,
649801131,세프트리악손 4g(역가),4000.0,
665000971,세프트리악손 4g(역가),4000.0,
649801161,세프트리악손 4g(역가),4000.0,
665000981,세프트리악손 4g(역가),4000.0,
642400921,세프트리악손 4g(역가),4000.0,
649801141,세프트리악손 4g(역가),4000.0,
651502061,세프트리악손 4g(역가),4000.0,
652604560,부프로피온염산염 450mg,450.0,
669906250,부프로피온염산염 450mg,450.0,
651905260,보티옥세틴 20mg,20.0,
651905270,보티옥세틴 20mg,20.0,
651905280,보티옥세틴 20mg,20.0,
651905290,보티옥세틴 20mg,20.0,
651900020,가바펜틴 3600mg,3600.0,
657306720,가바펜틴 3600mg,3600.0,
689000320,가바펜틴 3600mg,3600.0,
643700231,반코마이신 2g(역가),2.0,
649807891,반코마이신 2g(역가),2.0,
648901791,반코마이신 2g(역가),2.0,
647200980,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
696602110,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
72400460,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
672300230,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
643606540,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
648604610,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
661605740,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
649808140,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642106030,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
621804360,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
644601370,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
642203890,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
641702290,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
647805330,"아세트아미노펜으로 4,000mg",4000.0,"아세트아미노펜으로 일일최대용량(4,000mg)을 초과할 경우 간손상을 일으킬수 있음"
626501310,"덱시부프로펜 1,200mg",1200.0,
660402800,"덱시부프로펜 1,200mg",1200.0,
644912810,"덱시부프로펜 1,200mg",1200.0,
644702890,"덱시부프로펜 1,200mg",1200.0,
642905370,"덱시부프로펜 1,200mg",1200.0,
642802830,"덱시부프로펜 1,200mg",1200.0,
644501870,"덱시부프로펜 1,200mg",1200.0,
643802200,"덱시부프로펜 1,200mg",1200.0,
642203840,"덱시부프로펜 1,200mg",1200.0,
641803890,"덱시부프로펜 1,200mg",1200.0,
642403350,"덱시부프로펜 1,200mg",1200.0,
621801430,"덱시부프로펜 1,200mg",1200.0,
648104310,"덱시부프로펜 1,200mg",1200.0,
670608120,"덱시부프로펜 1,200mg",1200.0,
663606410,"덱시부프로펜 1,200mg",1200.0,
656003130,"덱시부프로펜 1,200mg",1200.0,
652104680,"덱시부프로펜 1,200mg",1200.0,
653402200,"덱시부프로펜 1,200mg",1200.0,
647803410,"덱시부프로펜 1,200mg",1200.0,
643305780,"덱시부프로펜 1,200mg",1200.0,
645801620,"덱시부프로펜 1,200mg",1200.0,
647202600,"덱시부프로펜 1,200mg",1200.0,
669805030,"덱시부프로펜 1,200mg",1200.0,
642000590,"덱시부프로펜 1,200mg",1200.0,
641702950,"덱시부프로펜 1,200mg",1200.0,
626501530,"덱시부프로펜 1,200mg",1200.0,
658604000,"덱시부프로펜 1,200mg",1200.0,
643605860,"덱시부프로펜 1,200mg",1200.0,
679600620,"덱시부프로펜 1,200mg",1200.0,
649806650,"덱시부프로펜 1,200mg",1200.0,
54300410,"덱시부프로펜 1,200mg",1200.0,
645203850,"덱시부프로펜 1,200mg",1200.0,
642104160,"덱시부프로펜 1,200mg",1200.0,
644804360,"덱시부프로펜 1,200mg",1200.0,
643201900,"덱시부프로펜 1,200mg",1200.0,
622801870,"덱시부프로펜 1,200mg",1200.0,
689000890,"덱시부프로펜 1,200mg",1200.0,
