주성분코드,성분명,제형,id
D65900ACS,tocopherol acetate,연질캡슐제 ,49479
D65900ACS,ubidecarenone,연질캡슐제 ,49480
D65900ACS,ursodeoxycholic acid,연질캡슐제 ,49481
D65900ACS,zinc oxide,연질캡슐제 ,49482
D66000ATB,anhydrous dibasic calcium phosphate,"정제,저작정 ",49483
D66000ATB,biotin,"정제,저작정 ",49484
D66000ATB,calcium ascorbate hydrate,"정제,저작정 ",49485
D66000ATB,calcium pantothenate,"정제,저작정 ",49486
D66000ATB,cholecalciferol concentrated,"정제,저작정 ",49487
D66000ATB,cupric sulfate,"정제,저작정 ",49488
D66000ATB,cyanocobalamin(1000倍散),"정제,저작정 ",49489
D66000ATB,ferrous fumarate,"정제,저작정 ",49490
D66000ATB,folic acid,"정제,저작정 ",49491
D66000ATB,light magnesium oxide,"정제,저작정 ",49492
D66000ATB,magnesium hydrogen phosphate hydrate,"정제,저작정 ",49493
D66000ATB,manganese sulfate hydrate,"정제,저작정 ",49494
D66000ATB,nicotinamide,"정제,저작정 ",49495
D66000ATB,pyridoxine hydrochloride(3倍散),"정제,저작정 ",49496
D66000ATB,retinol palmitate concentrated powder,"정제,저작정 ",49497
D66000ATB,riboflavin,"정제,저작정 ",49498
D66000ATB,thiamine nitrate,"정제,저작정 ",49499
D66000ATB,tocopherol acetate 2배산,"정제,저작정 ",49500
D66000ATB,zinc sulfate hydrate,"정제,저작정 ",49501
D66100ATB,ascorbic acid gr. 90%  (as ascorbic acid),"정제,저작정 ",49502
D66100ATB,benfotiamine,"정제,저작정 ",49503
D66100ATB,calcium pantothenate,"정제,저작정 ",49504
D66100ATB,cholecalciferol gr.,"정제,저작정 ",49505
D66100ATB,choline bitartrate,"정제,저작정 ",49506
D66100ATB,cyanocobalamin(1000倍散),"정제,저작정 ",49507
D66100ATB,d-biotin,"정제,저작정 ",49508
D66100ATB,dried retinol acetate powder,"정제,저작정 ",49509
D66100ATB,ferrous fumarate,"정제,저작정 ",49510
D66100ATB,folic acid,"정제,저작정 ",49511
D66100ATB,inositol,"정제,저작정 ",49512
D66100ATB,nicotinamide,"정제,저작정 ",49513
D66100ATB,oryzanol(γ),"정제,저작정 ",49514
D66100ATB,pyridoxine hydrochloride,"정제,저작정 ",49515
D66100ATB,riboflavin,"정제,저작정 ",49516
D66100ATB,tocopherol acetate 2배산,"정제,저작정 ",49517
D66100ATB,ubidecarenone,"정제,저작정 ",49518
D66100ATB,ursodeoxycholic acid,"정제,저작정 ",49519
D66100ATB,zinc oxide,"정제,저작정 ",49520
D66200ASY,caffeine anhydrous,"시럽제,건조시럽 ",49521
D66200ASY,dimenhydrinate,"시럽제,건조시럽 ",49522
D66200ASY,pyridoxine hydrochloride,"시럽제,건조시럽 ",49523
D66300ALQ,acetaminophen,액제 ,49524
D66300ALQ,caffeine anhydrous,액제 ,49525
D66300ALQ,갈근탕엑스(10→1),액제 ,49526
D66400ASY,acetaminophen,"시럽제,건조시럽 ",49527
D66400ASY,caffeine anhydrous,"시럽제,건조시럽 ",49528
D66400ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",49529
D66400ASY,pseudoephedrine hydrochloride,"시럽제,건조시럽 ",49530
D66500ATB,allium sativum extract (100→1),"정제,저작정 ",49531
D66500ATB,benfotiamine,"정제,저작정 ",49532
D66500ATB,cyanocobalamin,"정제,저작정 ",49533
D66500ATB,pyridoxal phosphate hydrate,"정제,저작정 ",49534
D66500ATB,riboflavin,"정제,저작정 ",49535
D66500ATB,tocopherol acetate,"정제,저작정 ",49536
D66600ACS,magnessium oxide,연질캡슐제 ,49537
D66600ACS,γ-oryzanol ,연질캡슐제 ,49538
D66600ACS,pyridoxine hydrochloride,연질캡슐제 ,49539
D66600ACS,riboflavin,연질캡슐제 ,49540
D66600ACS,thiamine nitrate,연질캡슐제 ,49541
D66600ACS,tocopherol acetate,연질캡슐제 ,49542
D66700ASY,acetaminophen,"시럽제,건조시럽 ",49543
D66700ASY,anhydrous caffeine,"시럽제,건조시럽 ",49544
D66700ASY,chlorpheniramine maleate,"시럽제,건조시럽 ",49545
D66700ASY,dl-methylephedrine hydrochloride,"시럽제,건조시럽 ",49546
D66700ASY,guaifenesin,"시럽제,건조시럽 ",49547
D66700ASY,pentoxyverine citrate,"시럽제,건조시럽 ",49548
D66800ASY,acetaminophen,"시럽제,건조시럽 ",49549
D66800ASY,anhydrous caffeine,"시럽제,건조시럽 ",49550
D66800ASY,dl-methylephedrine hydrochloride,"시럽제,건조시럽 ",49551
D66800ASY,guaifenesin,"시럽제,건조시럽 ",49552
D66800ASY,pentoxyverine citrate,"시럽제,건조시럽 ",49553
D66800ASY,pseudoephedrine hydrochloride,"시럽제,건조시럽 ",49554
D66900CLQ,clotrimazole,액제 ,49555
D66900CLQ,L-menthol,액제 ,49556
D66900CLQ,lidocaine,액제 ,49557
D66900CLQ,salicylic acid,액제 ,49558
D67000CCM,ibuprofen,"크림제,겔제,젤리 ",49559
D67000CCM,l-menthol,"크림제,겔제,젤리 ",49560
D67100ACS,bisacodyl,연질캡슐제 ,49561
D67100ACS,cnidium rhizome ext. powder,연질캡슐제 ,49562
D67100ACS,docusate sodium,연질캡슐제 ,49563
D67200ASS,aluminum hydroxide dried gel,"현탁액제,현탁액용정제,현탁액용산제 ",49564
D67200ASS,magnesium hydroxide,"현탁액제,현탁액용정제,현탁액용산제 ",49565
D67200ASS,oxethazaine,"현탁액제,현탁액용정제,현탁액용산제 ",49566
D67300ACS,calcium gluconate hydrate,연질캡슐제 ,49567
D67300ACS,cholecalciferol concentrated(oily form),연질캡슐제 ,49568
D67300ACS,dibasic calcium phosphate hydrate,연질캡슐제 ,49569
D67300ACS,magnessium oxide,연질캡슐제 ,49570
D67400ACS,ascorbic acid,연질캡슐제 ,49571
D67400ACS,cholecalciferol concentrated(oily form),연질캡슐제 ,49572
D67400ACS,selenium in dried yeast,연질캡슐제 ,49573
D67400ACS,tocopherol acetate,연질캡슐제 ,49574
D67400ACS,ubidecarenone,연질캡슐제 ,49575
D67400ACS,zinc oxide,연질캡슐제 ,49576
D67500ATB,ascorbic acid granule 97% (as ascorbic acid),"정제,저작정 ",49577
D67500ATB,benfotiamine,"정제,저작정 ",49578
D67500ATB,biotin,"정제,저작정 ",49579
D67500ATB,calcium pantothenate,"정제,저작정 ",49580
D67500ATB,cyanocobalamin 0.1%,"정제,저작정 ",49581
D67500ATB,folic acid,"정제,저작정 ",49582
D67500ATB,magnesium oxide,"정제,저작정 ",49583
D67500ATB,nicotinamide,"정제,저작정 ",49584
D67500ATB,pyridoxine hydrochloride,"정제,저작정 ",49585
D67500ATB,retinol acetate,"정제,저작정 ",49586
D67500ATB,riboflavin butyrate,"정제,저작정 ",49587
D67500ATB,selenium in dried yeast,"정제,저작정 ",49588
D67500ATB,tocopherol acetate 50%,"정제,저작정 ",49589
D67500ATB,zinc oxide,"정제,저작정 ",49590
D67600ACS,anhydrous dibasic calcium phosphate,연질캡슐제 ,49591
D67600ACS,ascorbic acid,연질캡슐제 ,49592
D67600ACS,biotin,연질캡슐제 ,49593
D67600ACS,calcium pantothenate,연질캡슐제 ,49594
D67600ACS,cupric sulfate,연질캡슐제 ,49595
D67600ACS,ferrous fumarate,연질캡슐제 ,49596
D67600ACS,folic acid,연질캡슐제 ,49597
D67600ACS,magnessium oxide,연질캡슐제 ,49598
D67600ACS,manganse sulfate hydrate,연질캡슐제 ,49599
D67600ACS,nicotinamide,연질캡슐제 ,49600
D67600ACS,pyridoxine hydrochloride,연질캡슐제 ,49601
D67600ACS,retinol palmitate,연질캡슐제 ,49602
D67600ACS,riboflavin butyrate,연질캡슐제 ,49603
D67600ACS,selenium in dried yeast (as selenium),연질캡슐제 ,49604
D67600ACS,thiamine nitrate,연질캡슐제 ,49605
D67600ACS,tocopherol acetate,연질캡슐제 ,49606
D67600ACS,zinc oxide,연질캡슐제 ,49607
D67700ATB,ascorbic acid,"정제,저작정 ",49608
D67700ATB,calcium pantothenate,"정제,저작정 ",49609
D67700ATB,cholecalciferol granule,"정제,저작정 ",49610
D67700ATB,cyanocobalamin,"정제,저작정 ",49611
D67700ATB,d-biotin,"정제,저작정 ",49612
D67700ATB,dried retinol acetate,"정제,저작정 ",49613
D67700ATB,ferrous fumarate,"정제,저작정 ",49614
D67700ATB,folic acid,"정제,저작정 ",49615
D67700ATB,magnessium oxide,"정제,저작정 ",49616
D67700ATB,manganse sulfate hydrate,"정제,저작정 ",49617
D67700ATB,nicotinamide,"정제,저작정 ",49618
D67700ATB,potassium chloride,"정제,저작정 ",49619
D67700ATB,potassium citrate hydrate,"정제,저작정 ",49620
D67700ATB,potassium iodide,"정제,저작정 ",49621
D67700ATB,pyridoxine hydrochloride,"정제,저작정 ",49622
D67700ATB,riboflavin,"정제,저작정 ",49623
D67700ATB,selenium in dried yeast,"정제,저작정 ",49624
D67700ATB,thiamine nitrate,"정제,저작정 ",49625
D67700ATB,tocopherol acetate 50%,"정제,저작정 ",49626
D67700ATB,zinc sulfate hydrate,"정제,저작정 ",49627
D67800BIJ,glycine,주사제 ,49628
D67800BIJ,l-alanine,주사제 ,49629
D67800BIJ,l-arginine,주사제 ,49630
D67800BIJ,l-aspartic acid,주사제 ,49631
D67800BIJ,l-glutamic acid,주사제 ,49632
D67800BIJ,l-histidine,주사제 ,49633
D67800BIJ,l-isoleucine,주사제 ,49634
D67800BIJ,l-leucine,주사제 ,49635
D67800BIJ,l-methionine,주사제 ,49636
D67800BIJ,l-phenylalanine,주사제 ,49637
D67800BIJ,l-proline,주사제 ,49638
D67800BIJ,l-serine,주사제 ,49639
D67800BIJ,l-threonine,주사제 ,49640
D67800BIJ,l-tryptophan,주사제 ,49641
D67800BIJ,l-tyrosine,주사제 ,49642
D67800BIJ,l-valine,주사제 ,49643
D67800BIJ,lysine hydrochloride,주사제 ,49644
D67800BIJ,magnesium chloride,주사제 ,49645
D67800BIJ,potassium acetate,주사제 ,49646
D67800BIJ,sodium acetate hydrate,주사제 ,49647
D67800BIJ,sodium hydroxide,주사제 ,49648
D67800BIJ,sodium phosphate,주사제 ,49649
D67900BIJ,arginine,주사제 ,49650
D67900BIJ,glycine,주사제 ,49651
D67900BIJ,l-alanine,주사제 ,49652
D67900BIJ,l-aspartic acid,주사제 ,49653
D67900BIJ,l-glutamic acid,주사제 ,49654
D67900BIJ,l-histidine,주사제 ,49655
D67900BIJ,l-isoleucine,주사제 ,49656
D67900BIJ,l-leucine,주사제 ,49657
D67900BIJ,l-methionine,주사제 ,49658
D67900BIJ,l-phenylalanine,주사제 ,49659
D67900BIJ,l-proline,주사제 ,49660
D67900BIJ,l-threonine,주사제 ,49661
D67900BIJ,l-tryptophan,주사제 ,49662
D67900BIJ,l-tyrosine,주사제 ,49663
D67900BIJ,l-valine,주사제 ,49664
D67900BIJ,lysine hydrochloride,주사제 ,49665
D67900BIJ,magnesium chloride hydrate,주사제 ,49666
D67900BIJ,potassium acetate,주사제 ,49667
D67900BIJ,serine,주사제 ,49668
D67900BIJ,sodium acetate hydrate,주사제 ,49669
D67900BIJ,sodium chloride,주사제 ,49670
D67900BIJ,sodium hydroxide,주사제 ,49671
D67900BIJ,sodium phosphate hydrate,주사제 ,49672
D68000ACS,chlorpheniramine maleate,연질캡슐제 ,49673
D68000ACS,dextromethorphan hydrobromide hydrate,연질캡슐제 ,49674
D68000ACS,dl-methylephedrine hydrochloride,연질캡슐제 ,49675
D68000ACS,guaifenesin,연질캡슐제 ,49676
D68100ACS,acetaminophen,연질캡슐제 ,49677
D68100ACS,chlorpheniramine maleate,연질캡슐제 ,49678
D68100ACS,dextromethorphan hydrobromide,연질캡슐제 ,49679
D68100ACS,guaifenesin,연질캡슐제 ,49680
D68100ACS,pseudoephedrine hydrochloride,연질캡슐제 ,49681
D68200ALQ,dexpanthenol,액제 ,49682
D68200ALQ,lycium fruit fluid extract,액제 ,49683
D68200ALQ,nicotinamide,액제 ,49684
D68200ALQ,pyridoxine hydrochloride,액제 ,49685
D68200ALQ,riboflavin,액제 ,49686
D68200ALQ,홍삼70%에탄올연조엑스,액제 ,49687
D68300ACH,acetaminophen,경질캡슐제 ,49688
D68300ACH,ascorbic acid,경질캡슐제 ,49689
D68300ACH,caffeine anhydrous,경질캡슐제 ,49690
D68300ACH,chlorpheniramine maleate,경질캡슐제 ,49691
D68300ACH,pseudoephedrine hydrochloride,경질캡슐제 ,49692
D68300ACH,riboflavin,경질캡슐제 ,49693
D68300ACH,thiamine nitrate,경질캡슐제 ,49694
D68300ACH,소청룡탕엑스(13→1),경질캡슐제 ,49695
D68400ATB,diastase·protease·cellulase2000IV,"정제,저작정 ",49696
D68400ATB,lipase II,"정제,저작정 ",49697
D68400ATB,magnesium aluminometasilicate,"정제,저작정 ",49698
D68400ATB,powdered glycyrrhiza,"정제,저작정 ",49699
D68400ATB,precipitated calcium carbonate,"정제,저작정 ",49700
D68400ATB,scopolia ext.,"정제,저작정 ",49701
D68400ATB,sodium bicarbonate,"정제,저작정 ",49702
D68400ATB,trimebutine maleate,"정제,저작정 ",49703
D68500ACS,cyanocobalamin(1000倍散),연질캡슐제 ,49704
D68500ACS,magnessium oxide,연질캡슐제 ,49705
D68500ACS,nicotinamide,연질캡슐제 ,49706
D68500ACS,γ-oryzanol ,연질캡슐제 ,49707
D68500ACS,pyridoxine hydrochloride,연질캡슐제 ,49708
D68500ACS,riboflavin,연질캡슐제 ,49709
D68500ACS,thiamine nitrate,연질캡슐제 ,49710
D68500ACS,tocopherol acetate,연질캡슐제 ,49711
D68600ATB,ascorbic acid,"정제,저작정 ",49712
D68600ATB,calcium pantothenate,"정제,저작정 ",49713
D68600ATB,cyanocobalamin,"정제,저작정 ",49714
D68600ATB,folic acid,"정제,저작정 ",49715
D68600ATB,nicotinamide,"정제,저작정 ",49716
D68600ATB,pyridoxine hydrochloride,"정제,저작정 ",49717
D68600ATB,riboflavin,"정제,저작정 ",49718
D68600ATB,thiamine nitrate,"정제,저작정 ",49719
D68600ATB,tocopherol acetate,"정제,저작정 ",49720
D68600ATB,zinc sulphate monohydrate,"정제,저작정 ",49721
D68700ATB,ascorbic acid coated,"정제,저작정 ",49722
D68700ATB,benfotiamine,"정제,저작정 ",49723
D68700ATB,calcium pantothenate,"정제,저작정 ",49724
D68700ATB,choline bitartrate,"정제,저작정 ",49725
D68700ATB,cyanocobalamin(1000倍散),"정제,저작정 ",49726
D68700ATB,d-biotin,"정제,저작정 ",49727
D68700ATB,folic acid,"정제,저작정 ",49728
D68700ATB,fursultiamine,"정제,저작정 ",49729
D68700ATB,inositol,"정제,저작정 ",49730
D68700ATB,nicotinamide,"정제,저작정 ",49731
D68700ATB,pyridoxine hydrochloride,"정제,저작정 ",49732
D68700ATB,riboflavin,"정제,저작정 ",49733
D68700ATB,selenium in dried yeast,"정제,저작정 ",49734
D68700ATB,tocopherol acetate 50%,"정제,저작정 ",49735
D68700ATB,ursodeoxycholic acid,"정제,저작정 ",49736
D68700ATB,zinc oxide,"정제,저작정 ",49737
D68800ACS,ascorbic acid,연질캡슐제 ,49738
D68800ACS,calcium pantothenate,연질캡슐제 ,49739
D68800ACS,cholecalciferol concentrated(oily form),연질캡슐제 ,49740
D68800ACS,cupric sulfate,연질캡슐제 ,49741
D68800ACS,ferrous fumarate,연질캡슐제 ,49742
D68800ACS,magnesium oxide,연질캡슐제 ,49743
D68800ACS,manganese sulfate,연질캡슐제 ,49744
D68800ACS,nicergoline,연질캡슐제 ,49745
D68800ACS,nicotinamide,연질캡슐제 ,49746
D68800ACS,potassium sulfate,연질캡슐제 ,49747
D68800ACS,pyridoxine hydrochloride,연질캡슐제 ,49748
D68800ACS,retinol palmitate,연질캡슐제 ,49749
D68800ACS,riboflavin,연질캡슐제 ,49750
D68800ACS,thiamine nitrate,연질캡슐제 ,49751
D68800ACS,tocopherol acetate,연질캡슐제 ,49752
D68800ACS,yeast selenium,연질캡슐제 ,49753
D68800ACS,zinc oxide,연질캡슐제 ,49754
D68900ATB,ascorbic acid,"정제,저작정 ",49755
D68900ATB,calcium pantothenate,"정제,저작정 ",49756
D68900ATB,cyanocobalamin(1000倍散),"정제,저작정 ",49757
D68900ATB,d-biotin,"정제,저작정 ",49758
D68900ATB,dibasic calcium phosphate hydrate,"정제,저작정 ",49759
D68900ATB,ergocalciferol granule,"정제,저작정 ",49760
D68900ATB,ferrous fumarate,"정제,저작정 ",49761
D68900ATB,folic acid,"정제,저작정 ",49762
D68900ATB,magnessium oxide,"정제,저작정 ",49763
D68900ATB,nicotinamide,"정제,저작정 ",49764
D68900ATB,potassium chloride,"정제,저작정 ",49765
D68900ATB,pyridoxine hydrochloride,"정제,저작정 ",49766
D68900ATB,retinol acetate granule,"정제,저작정 ",49767
D68900ATB,riboflavin,"정제,저작정 ",49768
D68900ATB,selenium in dried yeast,"정제,저작정 ",49769
D68900ATB,thiamine nitrate,"정제,저작정 ",49770
D68900ATB,tocopherol acetate 50%,"정제,저작정 ",49771
D68900ATB,ubidecarenone,"정제,저작정 ",49772
D68900ATB,ursodeoxycholic acid,"정제,저작정 ",49773
D68900ATB,zinc sulfate hydrate,"정제,저작정 ",49774
D69000ACH,acetaminophen,경질캡슐제 ,49775
D69000ACH,ascorbic acid,경질캡슐제 ,49776
D69000ACH,cloperastine hydrochloride,경질캡슐제 ,49777
D69000ACH,dl-methylephedrine hydrochloride,경질캡슐제 ,49778
D69000ACH,noscapine,경질캡슐제 ,49779
D69000ACH,platycodon root ext. powder(3.7→1),경질캡슐제 ,49780
D69000ACH,potassium guaiacolsulfonate,경질캡슐제 ,49781
D69000ACH,riboflavin,경질캡슐제 ,49782
D69000ACH,thiamine nitrate,경질캡슐제 ,49783
D69100ATB,ascorbic acid,"정제,저작정 ",49784
D69100ATB,benfotiamine,"정제,저작정 ",49785
D69100ATB,calcium pantothenate,"정제,저작정 ",49786
D69100ATB,choline bitartrate,"정제,저작정 ",49787
D69100ATB,cyanocobalamin,"정제,저작정 ",49788
D69100ATB,d-biotin,"정제,저작정 ",49789
D69100ATB,folic acid,"정제,저작정 ",49790
D69100ATB,inositol,"정제,저작정 ",49791
D69100ATB,nicotinamide,"정제,저작정 ",49792
D69100ATB,γ-oryzanol,"정제,저작정 ",49793
D69100ATB,pyridoxine hydrochloride,"정제,저작정 ",49794
D69100ATB,riboflavin,"정제,저작정 ",49795
D69100ATB,ubidecarenone,"정제,저작정 ",49796
D69100ATB,zinc oxide,"정제,저작정 ",49797
D69200ATB,ascorbic acid,"정제,저작정 ",49798
D69200ATB,benfotiamine,"정제,저작정 ",49799
D69200ATB,calcium pantothenate,"정제,저작정 ",49800
D69200ATB,choline bitartrate,"정제,저작정 ",49801
D69200ATB,cyanocobalamin(1000倍散),"정제,저작정 ",49802
D69200ATB,d-biotin,"정제,저작정 ",49803
D69200ATB,folic acid,"정제,저작정 ",49804
D69200ATB,inositol,"정제,저작정 ",49805
D69200ATB,nicotinamide,"정제,저작정 ",49806
D69200ATB,pyridoxine hydrochloride,"정제,저작정 ",49807
D69200ATB,riboflavin,"정제,저작정 ",49808
D69200ATB,selenium in dried yeast,"정제,저작정 ",49809
D69200ATB,tocopherol acetate 50%,"정제,저작정 ",49810
D69200ATB,ubidecarenone,"정제,저작정 ",49811
D69200ATB,ursodeoxycholic acid,"정제,저작정 ",49812
D69200ATB,zinc oxide,"정제,저작정 ",49813
D69300ATB,ascorbic acid,"정제,저작정 ",49814
D69300ATB,β carotene 30% suspension,"정제,저작정 ",49815
D69300ATB,calcium pantothenate,"정제,저작정 ",49816
D69300ATB,cholecalciferol concentrated powder,"정제,저작정 ",49817
D69300ATB,cyanocobalamin,"정제,저작정 ",49818
D69300ATB,ferrous fumarate,"정제,저작정 ",49819
D69300ATB,folic acid,"정제,저작정 ",49820
D69300ATB,fursultiamine,"정제,저작정 ",49821
D69300ATB,nicotinamide,"정제,저작정 ",49822
D69300ATB,pyridoxine hydrochloride,"정제,저작정 ",49823
D69300ATB,riboflavin,"정제,저작정 ",49824
D69300ATB,selenium in dried yeast,"정제,저작정 ",49825
D69300ATB,thiamine nitrate,"정제,저작정 ",49826
D69300ATB,tocopherol acetate 50%,"정제,저작정 ",49827
D69300ATB,ubidecarenone,"정제,저작정 ",49828
D69300ATB,zinc oxide,"정제,저작정 ",49829
D69400ATB,ascorbic acid,"정제,저작정 ",49830
D69400ATB,benfotiamine,"정제,저작정 ",49831
D69400ATB,biotin,"정제,저작정 ",49832
D69400ATB,calcium pantothenate,"정제,저작정 ",49833
D69400ATB,cholecalciferol granule,"정제,저작정 ",49834
D69400ATB,choline bitartrate,"정제,저작정 ",49835
D69400ATB,folic acid,"정제,저작정 ",49836
D69400ATB,hydroxocobalamin acetate,"정제,저작정 ",49837
D69400ATB,inositol,"정제,저작정 ",49838
D69400ATB,magnesium oxide,"정제,저작정 ",49839
D69400ATB,nicotinamide,"정제,저작정 ",49840
D69400ATB,γ-oryzanol,"정제,저작정 ",49841
D69400ATB,pyridoxal phosphate hydrate,"정제,저작정 ",49842
D69400ATB,pyridoxine hydrochloride,"정제,저작정 ",49843
D69400ATB,riboflavin,"정제,저작정 ",49844
D69400ATB,riboflavin butyrate,"정제,저작정 ",49845
D69400ATB,selenium in dried yeast,"정제,저작정 ",49846
D69400ATB,tocopherol acetate 50%,"정제,저작정 ",49847
D69400ATB,ursodeoxycholic acid,"정제,저작정 ",49848
D69400ATB,zinc oxide,"정제,저작정 ",49849
D69500ACS,cholecalciferol concentrated(oily form),연질캡슐제 ,49850
D69500ACS,tocopherol acetate,연질캡슐제 ,49851
D69500ACS,ubidecarenone,연질캡슐제 ,49852
D69600ATB,caffeine anhydrous,"정제,저작정 ",49853
D69600ATB,meclizine hydrochloride,"정제,저작정 ",49854
D69600ATB,scopolamine hydrobromide,"정제,저작정 ",49855
D69700COM,allantoin,연고제 ,49856
D69700COM,hydrocortisone,연고제 ,49857
D69700COM,pramoxine hydrochloride,연고제 ,49858
D69700COM,tocopherol acetate,연고제 ,49859
D69800COS,aminocaproic acid,점안제,49860
D69800COS,chlorpheniramine maleate,점안제,49861
D69800COS,dipotassium glycyrrhizinate,점안제,49862
D69800COS,sulfamethoxazole,점안제,49863
D69900ATB,diastase·protease·cellulase2000IV,"정제,저작정 ",49864
D69900ATB,lipase II,"정제,저작정 ",49865
D69900ATB,magnesium aluminometasilicate,"정제,저작정 ",49866
D69900ATB,powdered glycyrrhiza,"정제,저작정 ",49867
D69900ATB,precipitated calcium carbonate,"정제,저작정 ",49868
D69900ATB,scopolia ext.,"정제,저작정 ",49869
D69900ATB,sodium bicarbonate,"정제,저작정 ",49870
D69900ATB,trimebutine maleate,"정제,저작정 ",49871
D70000ATB,ascorbic acid D.C. 97% (as ascorbic acid),"정제,저작정 ",49872
D70000ATB,calcium pantothenate,"정제,저작정 ",49873
D70000ATB,cyanocobalamin(1000倍散),"정제,저작정 ",49874
D70000ATB,d-biotin,"정제,저작정 ",49875
D70000ATB,dibasic calcium phosphate hydrate,"정제,저작정 ",49876
D70000ATB,ergocalciferol granule,"정제,저작정 ",49877
D70000ATB,ferrous fumarate,"정제,저작정 ",49878
D70000ATB,folic acid,"정제,저작정 ",49879
D70000ATB,magnessium oxide,"정제,저작정 ",49880
D70000ATB,nicotinamide,"정제,저작정 ",49881
D70000ATB,potassium chloride,"정제,저작정 ",49882
D70000ATB,pyridoxine hydrochloride,"정제,저작정 ",49883
D70000ATB,retinol acetate granule,"정제,저작정 ",49884
D70000ATB,riboflavin,"정제,저작정 ",49885
D70000ATB,selenium in dried yeast,"정제,저작정 ",49886
D70000ATB,thiamine nitrate,"정제,저작정 ",49887
D70000ATB,tocopherol acetate 50%,"정제,저작정 ",49888
D70000ATB,ubidecarenone,"정제,저작정 ",49889
D70000ATB,ursodesoxycholic acid,"정제,저작정 ",49890
D70000ATB,zinc sulfate hydrate,"정제,저작정 ",49891
D70100CDS,chlorhexidine gluconate solution,스폰지 및 드레싱 ,49892
D70100CDS,ethanol,스폰지 및 드레싱 ,49893
D70200CDS,chlorhexidine gluconate solution,스폰지 및 드레싱 ,49894
D70200CDS,ethanol,스폰지 및 드레싱 ,49895
D70300CDS,chlorhexidine gluconate solution,스폰지 및 드레싱 ,49896
D70300CDS,ethanol,스폰지 및 드레싱 ,49897
D70400CDS,chlorhexidine gluconate solution,스폰지 및 드레싱 ,49898
D70400CDS,ethanol,스폰지 및 드레싱 ,49899
D70500CDS,chlorhexidine gluconate solution,스폰지 및 드레싱 ,49900
D70500CDS,ethanol,스폰지 및 드레싱 ,49901
D70600ACS,acetaminophen,연질캡슐제 ,49902
D70600ACS,chlorpheniramine maleate,연질캡슐제 ,49903
D70600ACS,pseudoephedrine hydrochloride,연질캡슐제 ,49904
D70700ATB,nicotinamide,"정제,저작정 ",49905
D70700ATB,pyridoxine hydrochloride,"정제,저작정 ",49906
D70700ATB,thiamine hydrochloride,"정제,저작정 ",49907
D70800ASY,caffeine,"시럽제,건조시럽 ",49908
D70800ASY,dimenhydrinate,"시럽제,건조시럽 ",49909
D70800ASY,pyridoxine hydrochloride,"시럽제,건조시럽 ",49910
D70900CPO,diphenhydramine hydrochloride,카타플라스마제 ,49911
D70900CPO,dl-camphor,카타플라스마제 ,49912
D70900CPO,L-menthol,카타플라스마제 ,49913
D70900CPO,methyl salicylate,카타플라스마제 ,49914
D71000ACS,magnesium oxide,연질캡슐제 ,49915
D71000ACS,γ-oryzanol,연질캡슐제 ,49916
D71000ACS,pyridoxine hydrochloride,연질캡슐제 ,49917
D71000ACS,thiamine nitrate,연질캡슐제 ,49918
D71000ACS,tocopherol acetate,연질캡슐제 ,49919
D71100ATB,fursultiamine,"정제,저작정 ",49920
D71100ATB,hydroxocobalamin acetate,"정제,저작정 ",49921
D71100ATB,pyridoxal phosphate hydrate,"정제,저작정 ",49922
D71100ATB,riboflavin butyrate,"정제,저작정 ",49923
D71100ATB,ursodeoxycholic acid,"정제,저작정 ",49924
D71200ATB,calcium pantothenate,"정제,저작정 ",49925
D71200ATB,cyanocobalamin,"정제,저작정 ",49926
D71200ATB,ferric hydroxide polymaltose complex,"정제,저작정 ",49927
D71200ATB,folic acid,"정제,저작정 ",49928
D71200ATB,pyridoxine hydrochloride,"정제,저작정 ",49929
D71300ACS,acetaminophen,연질캡슐제 ,49930
D71300ACS,chlorpheniramine maleate,연질캡슐제 ,49931
D71300ACS,cloperastine hydrochloride,연질캡슐제 ,49932
D71300ACS,guaifenesin,연질캡슐제 ,49933
D71300ACS,pseudoephedrine hydrochloride,연질캡슐제 ,49934
D71400ACS,acetaminophen,연질캡슐제 ,49935
D71400ACS,chlorpheniramine maleate,연질캡슐제 ,49936
D71400ACS,cloperastine hydrochloride,연질캡슐제 ,49937
D71400ACS,dl-methylephedrine hydrochloride,연질캡슐제 ,49938
D71400ACS,guaifenesin,연질캡슐제 ,49939
D71500CLQ,diphenhydramine hydrochloride,액제 ,49940
D71500CLQ,dl-camphor,액제 ,49941
D71500CLQ,L-menthol,액제 ,49942
D71500CLQ,prednisolone valeroacetate,액제 ,49943
D71500CLQ,thymol,액제 ,49944
D71600ACS,benfotiamine,연질캡슐제 ,49945
D71600ACS,magnessium oxide,연질캡슐제 ,49946
D71600ACS,γ-oryzanol,연질캡슐제 ,49947
D71600ACS,pyridoxine hydrochloride,연질캡슐제 ,49948
D71600ACS,thiamine nitrate,연질캡슐제 ,49949
D71600ACS,tocopherol acetate,연질캡슐제 ,49950
D71700CCM,benzethonium chloride,"크림제,겔제,젤리 ",49951
D71700CCM,chlorpheniramine maleate,"크림제,겔제,젤리 ",49952
D71700CCM,crotamiton,"크림제,겔제,젤리 ",49953
D71700CCM,glycol salicylate,"크림제,겔제,젤리 ",49954
D71700CCM,L-menthol,"크림제,겔제,젤리 ",49955
